age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
24,Private,70261,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50
19,Private,47577,s-c,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50
23,Private,117767,H.S,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50
34,Private,179641,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50
23,?,343553,11th,7,Never-married,?,Not-in-family,Black,Male,0,0,40,United-States,<=50
36,Self-emp-not-inc,328466,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Mexico,>50
46,Private,265097,H.S,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,5,United-States,<=50
38,Local-gov,414791,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50
55,Local-gov,48055,12th,8,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
27,Private,341672,s-c,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50
48,Private,266764,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50
35,Private,233571,H.S,9,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,<=50
53,Private,126592,s-c,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,>50
47,Private,70754,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
50,Private,138852,s-c,10,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,22,United-States,<=50
32,Private,175856,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
40,Private,193494,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50
41,Private,104334,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50
47,Federal-gov,197332,Bsc,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50
21,Private,205844,s-c,10,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States,<=50
45,Local-gov,206459,Msc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50
33,Private,202822,07-Aug,4,Never-married,Other-service,Unmarried,Black,Female,0,0,14,Trinadad&Tobago,<=50
68,Without-pay,174695,s-c,10,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,0,0,25,United-States,<=50
44,Private,183342,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50
49,Private,105614,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50
45,Private,329603,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,>50
41,Private,77373,s-c,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,65,United-States,>50
29,Private,207473,07-Aug,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50
46,Private,149161,s-c,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,?,<=50
19,Private,311974,H.S,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,Mexico,<=50
56,Private,175127,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50
55,Self-emp-not-inc,111625,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50
29,Private,48895,H.S,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50
21,Private,27049,H.S,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,<=50
38,Private,108907,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50
52,Private,94988,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50
22,Private,218343,H.S,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50
20,Private,227626,H.S,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50
31,Private,272856,H.S,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,50,England,<=50
39,Private,30916,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
55,Private,276229,s-c,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50
35,Private,289106,Ass-ac,12,Separated,Sales,Unmarried,White,Male,0,0,40,United-States,<=50
67,?,39100,H.S,9,Married-civ-spouse,?,Wife,White,Female,0,0,5,United-States,<=50
45,Private,192776,Bsc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,55,United-States,>50
61,Private,147280,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50
18,Private,187770,H.S,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50
51,State-gov,213296,Bsc,13,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50
37,Self-emp-not-inc,107410,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
21,?,170272,s-c,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50
32,Private,86808,s-c,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50
48,Private,149210,H.S,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,45,United-States,<=50
62,Private,123411,07-Aug,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53,United-States,<=50
21,?,306779,s-c,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50
28,Private,487347,H.S,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50
19,Private,283945,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1602,45,United-States,<=50
20,Private,375698,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50
41,Private,271753,Bsc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50
29,Private,251854,Bsc,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50
47,Private,264052,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50
43,State-gov,28451,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50
20,Private,282604,s-c,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States,<=50
29,Private,185908,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,United-States,>50
51,Federal-gov,198186,Bsc,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50
40,Private,242521,Ass-vc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
26,Private,337940,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,<=50
30,Private,212064,Bsc,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50
36,Private,129263,H.S,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50
68,Local-gov,144761,H.S,9,Widowed,Protective-serv,Not-in-family,White,Male,0,1668,20,United-States,<=50
42,Private,109912,s-c,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50
41,Private,113324,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50
43,Private,187795,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50
20,Private,173724,s-c,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50
43,Private,185129,Bsc,13,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50
53,Private,73134,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50
45,Private,236040,s-c,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50
39,Private,74194,H.S,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50
31,Local-gov,102130,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50
23,Private,140915,s-c,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50
69,?,107575,H.S,9,Divorced,?,Not-in-family,White,Female,2964,0,35,United-States,<=50
38,State-gov,34364,Msc,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
37,Self-emp-not-inc,258037,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Cuba,>50
18,Private,391585,H.S,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50
41,Self-emp-not-inc,233130,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Mexico,<=50
30,Private,101345,Bsc,13,Married-civ-spouse,Sales,Wife,White,Female,3103,0,55,United-States,>50
23,?,32897,Ass-ac,12,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50
26,Private,248612,Bsc,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50
37,Private,212465,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
25,Private,198587,s-c,10,Never-married,Tech-support,Not-in-family,Black,Female,2174,0,50,United-States,<=50
33,Private,405913,s-c,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Peru,>50
37,Private,588003,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50
31,Private,46807,Bsc,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50
27,Private,210498,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50
35,Private,206951,Msc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50
28,Self-emp-not-inc,237466,s-c,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50
59,Private,279636,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,Guatemala,<=50
42,Private,29320,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50
50,Private,271262,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50
27,?,29361,Ass-ac,12,Never-married,?,Not-in-family,White,Female,0,0,45,United-States,<=50
32,Private,76773,s-c,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50
27,Private,109004,H.S,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50
43,Private,226902,Bsc,13,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50
46,Private,176552,11th,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50
41,Private,182303,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50
59,Local-gov,296253,Msc,14,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,60,United-States,>50
20,Private,218215,s-c,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50
57,Private,165695,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50
46,Self-emp-not-inc,51271,H.S,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,70,United-States,<=50
45,Private,96100,07-Aug,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50
29,Local-gov,82393,H.S,9,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,1590,45,United-States,<=50
23,Private,248978,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50
46,Private,254367,H.S,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1590,48,United-States,<=50
55,?,200235,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50
58,Private,94429,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
38,Private,87282,Ass-vc,11,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50
29,Private,119793,s-c,10,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50
57,?,85815,H.S,9,Divorced,?,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50
26,Local-gov,197764,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50
42,Private,306982,Bsc,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50
61,Private,80896,H.S,9,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,>50
31,Private,197886,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50
43,Private,355728,H.S,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50
47,Private,121124,Bsc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,>50
51,State-gov,193720,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50
23,Private,347292,H.S,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50
24,Private,34506,H.S,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50
25,Private,326370,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,?,<=50
22,?,269221,s-c,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50
38,Private,63509,Ass-vc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50
48,Private,148254,H.S,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,16,United-States,>50
33,Private,190511,H.S,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50
46,Private,268022,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,?,>50
18,Private,20057,07-Aug,4,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50
52,Private,206862,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
46,Private,189498,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50
28,Private,166320,H.S,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50
37,Private,289886,s-c,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,Vietnam,<=50
23,?,86337,s-c,10,Never-married,?,Not-in-family,White,Female,0,0,15,United-States,<=50
45,Local-gov,54190,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50
17,Private,147069,10th,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50
56,Private,282023,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50
38,Self-emp-inc,379485,Ass-ac,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50
81,Private,129338,07-Aug,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50
22,Private,99829,s-c,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50
43,State-gov,182254,s-c,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
31,Private,109428,Ass-ac,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,40,United-States,<=50
42,Self-emp-not-inc,351161,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50
66,?,210750,s-c,10,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50
50,Private,132716,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50
31,Private,242984,s-c,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50
35,Private,101509,s-c,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50
21,?,509629,s-c,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50
36,Private,119957,Bsc,13,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50
33,Private,69727,07-Aug,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50
36,Private,204590,Bsc,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United-States,<=50
37,?,50862,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,<=50
50,Private,182907,H.S,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50
55,Private,206487,s-c,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50
29,Private,168015,H.S,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50
24,Private,149396,s-c,10,Never-married,Other-service,Other-relative,Black,Female,0,0,30,Haiti,<=50
39,Federal-gov,184964,s-c,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50
34,Private,398988,Bsc,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
29,Private,128777,07-Aug,4,Divorced,Craft-repair,Unmarried,White,Female,0,0,55,United-States,<=50
60,Private,252413,s-c,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,32,United-States,>50
33,Private,181372,Msc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50
58,Private,216851,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,<=50
27,Private,106935,s-c,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
46,State-gov,363875,s-c,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50
63,Private,287277,H.S,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50
38,Self-emp-not-inc,172342,s-c,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50
23,Private,308498,s-c,10,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50
29,Private,122127,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50
31,Private,106437,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50
49,Self-emp-inc,306289,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50
45,Self-emp-inc,201699,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50
42,Private,282062,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
48,Private,235108,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
33,Private,339482,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
24,Private,181820,s-c,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50
49,Self-emp-not-inc,99335,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50
40,Private,367533,s-c,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50
57,Private,64960,Ass-vc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,<=50
50,Private,269095,H.S,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
46,Private,58683,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50
35,Self-emp-not-inc,89508,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,60,United-States,<=50
19,Private,100999,s-c,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50
18,Private,34125,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,28,United-States,<=50
20,Private,115057,H.S,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
42,Private,139126,H.S,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50
46,Private,104632,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50
40,Federal-gov,178866,H.S,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50
54,Private,139850,Msc,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,>50
28,Private,61435,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50
38,Private,309230,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
28,Private,45613,s-c,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50
22,Private,272615,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50
31,Private,54318,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50
27,Private,165519,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
45,Private,48495,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50
38,Private,143123,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50
67,Self-emp-not-inc,431426,Ass-ac,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,20051,0,4,United-States,>50
75,Private,256474,Msc,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,16,United-States,<=50
41,Private,191451,Msc,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,>50
37,Private,99146,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50
47,Private,235986,H.S,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,Cuba,<=50
34,Local-gov,429897,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Mexico,>50
25,Private,189897,H.S,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50
52,Private,145155,H.S,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
27,State-gov,192257,H.S,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,40,United-States,<=50
35,Private,194960,H.S,9,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,40,Puerto-Rico,<=50
44,Local-gov,357814,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50
27,Local-gov,137629,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50
42,Private,156526,s-c,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,33,United-States,<=50
26,Private,189238,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,38,El-Salvador,<=50
23,Private,202989,H.S,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50
28,Private,25684,H.S,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50
38,Self-emp-not-inc,192939,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50
28,Private,138692,s-c,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50
29,Private,222249,H.S,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50
56,Self-emp-not-inc,201318,9th,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,50,Columbia,<=50
23,?,190650,Bsc,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50
30,Private,56004,s-c,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50
48,Private,182313,s-c,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50
45,Self-emp-not-inc,138962,s-c,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,72,?,<=50
38,Private,277248,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Cuba,>50
24,Private,125031,H.S,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50
47,State-gov,216414,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50
22,Private,171176,H.S,9,Never-married,Other-service,Not-in-family,White,Female,0,0,48,?,<=50
29,Private,356133,s-c,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50
45,Private,185397,Ass-ac,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
24,Private,308285,H.S,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50
40,Private,56651,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
28,Local-gov,154863,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,>50
46,Federal-gov,44706,Bsc,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50
34,?,222548,s-c,10,Married-civ-spouse,?,Wife,White,Female,0,0,4,United-States,<=50
32,Private,248754,s-c,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
20,Private,104981,H.S,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
23,Private,315065,s-c,10,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50
46,Private,188325,H.S,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50
21,Private,221661,H.S,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50
59,Private,81973,Msc,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50
31,Private,169122,s-c,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50
48,Private,216734,s-c,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50
34,Private,98101,07-Aug,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
19,Private,292511,s-c,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50
20,Private,122971,s-c,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50
29,Private,124953,Bsc,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50
54,Private,123011,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
36,Private,76417,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50
43,Private,351576,Bsc,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50
46,Federal-gov,33794,Bsc,13,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50
33,Private,79923,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50
33,Private,117983,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50
36,Private,186110,s-c,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
37,Private,187589,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5178,0,40,United-States,>50
37,?,319685,Ass-vc,11,Married-civ-spouse,?,Husband,White,Male,0,0,54,United-States,>50
64,?,64101,12th,8,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50
